65,8.1,100,0.81,0
65,8.1,125,0.72,0
65,7.3,137,0.39,0
65,7.3,142,0.40,0
65,6.6,135,0.29,0
65,6.6,138,0.45,0
65,6.9,154,0.86,0
0,6.9,161,0.39,0
0,7.2,166,0.40,0
0,7.2,-166,0.44,0
0,7.6,155,0.65,0
57,7.6,173,0.60,0
53,8.0,171,0.43,0
51,8.0,175,0.44,0
51,8.3,172,0.18,0
50,8.3,168,0.12,0
50,8.7,166,0.07,0
50,8.7,165,0.12,0
50,9.0,166,0.11,0
50,9.0,166,0.03,0
50,9.3,166,0.03,0
0,9.3,166,0.03,0
0,9.6,166,0.04,0
0,9.6,167,0.03,0
60,9.9,166,0.04,0
64,9.9,167,0.10,0
73,9.2,167,0.04,0
77,9.2,169,0.06,0
70,8.9,-169,0.06,0
67,8.9,-170,0.10,0
66,8.9,-170,0.17,0
65,8.9,-174,0.20,0
65,9.5,-175,0.11,0
65,9.5,-172,0.11,0
65,10.7,-170,0.09,0
64,10.7,-170,0.08,0
64,11.7,-169,0.04,0
64,11.7,-167,0.09,0
64,13.2,-165,0.06,0
64,13.2,-165,0.04,0
64,14.6,-168,0.09,0
64,14.6,-168,0.04,0
64,15.8,-172,0.17,0
64,15.8,-173,0.16,0
64,17.5,-172,0.16,0
64,17.5,172,0.19,0
64,19.4,-173,0.18,0
64,19.4,-172,0.15,0
64,21.0,-172,0.05,0
65,21.0,-170,0.02,0.0147089158226573
66,22.2,-172,0.03,0.0156280509241002
71,22.2,-173,0.03,0.0165574857802935
76,23.0,-173,0.02,0.0174946259269258
78,23.0,-173,0.11,0.0184368458732008
79,23.7,-173,0.02,0.0193814996737616
80,23.7,-173,0.02,0.0203259315829793
80,24.3,-172,0.05,0.0212674867487031
80,24.3,-170,0.02,0.022203521902413
82,24.3,-170,0.10,0.023131416002729
83,24.3,-170,0.02,0.0240485807894197
83,24.3,-170,0.04,0.0249524712054131
83,24.3,-170,0.02,0.0258405956448427
83,24.3,-172,0.20,0.0267105259858651
83,24.3,-173,0.05,0.0275599073678498
84,23.9,-173,0.09,0.0283864676735716
85,23.9,-174,0.12,0.0291880266782251
86,23.6,-175,0.17,0.0299625048284198
87,23.6,-176,0.19,0.0307079316158086
87,23.4,176,0.29,0.0314224535116286
88,23.4,174,0.18,0.0321043414302076
89,23.4,169,0.31,0.0327519976913819
89,23.4,166,0.28,0.0333639624537901
89,23.5,165,0.24,0.0339389195931396
89,23.5,-164,0.23,0.0344757020017738
89,23.5,-162,0.22,0.0349732962882036
90,23.5,-163,0.08,0.0354308468576765
91,23.5,-164,0.08,0.0358476593573551
92,23.5,-172,0.34,0.0362232034722309
93,23.5,-176,0.24,0.0365571150605154
93,23.5,-176,0.09,0.0368491976199109
94,23.5,-175,0.02,0.0370994230788557
98,23.5,-173,0.04,0.0373079319095584
101,23.4,-171,0.08,0.0374750325623659
97,23.4,-172,0.13,0.0376012002237427
94,23.3,-172,0.14,0.0376870749028628
92,23.3,-168,0.09,0.0377334588545186
91,23.0,-168,0.04,0.037741313348724
89,23.0,-169,0.05,0.0377117548000192
89,22.8,-169,0.12,0.0376460502720635
89,22.8,-168,0.19,0.0375456123756175
89,20.5,-170,0.11,0.0374119935804572
90,20.5,-170,0.18,0.0372468799641273
90,19.4,-168,0.17,0.037052084422701
91,19.4,-165,0.08,0.0368295393708882
92,18.6,-165,0.04,0.0365812889608827
91,18.6,-165,0.03,0.0363094808512836
88,18.3,-167,0.07,0.0360163575592314
84,18.3,-170,0.10,0.0357042474305835
82,18.2,-172,0.07,0.0353755552644868
84,18.2,-173,0.07,0.0350327526301007
86,18.5,-171,0.08,0.0346783679144599
88,18.5,-170,0.10,0.0343149761415528
89,19.1,-170,0.07,0.0339451886036083
89,19.1,-166,0.11,0.0335716423463437
90,19.8,-168,0.14,0.0331969895505124
90,19.8,-166,0.14,0.0328238868525081
90,20.9,-168,0.16,0.0324549846470277
92,20.9,-166,0.09,0.0320929164148672
94,22.4,-166,0.02,0.031740288118824
92,22.4,-167,0.04,0.0313996677104046
88,24.0,-166,0.14,0.03107357478959
88,24.0,-166,0.17,0.0307644704592963
88,24.9,-168,0.19,0.0304747474153812
90,24.9,-170,0.23,0.0302054902731103
91,26.0,-170,0.19,0.0299564711997937
92,26.0,-168,0.23,0.029727380871181
93,27.3,-168,0.24,0.0295178297170003
94,27.3,-169,0.24,0.0293273494896207
96,28.5,-170,0.25,0.0291553951495198
97,28.5,-170,0.27,0.0290013470599661
98,29.8,-169,0.26,0.0288645134820767
92,29.8,-168,0.24,0.0287441333602061
89,31.0,-169,0.22,0.0286393793864486
87,31.0,-169,0.23,0.0285493613319152
88,32.4,-168,0.25,0.0284731296313711
88,32.4,-167,0.23,0.0284096792067998
88,34.0,-166,0.24,0.0283579535144974
88,34.0,-165,0.21,0.0283168487994016
88,35.1,-166,0.25,0.0282852185395233
89,35.1,-166,0.25,0.0282618780625863
89,37.0,-168,0.25,0.0282456093162841
90,37.0,-170,0.21,0.0282351657729472
90,39.0,-168,0.22,0.0282292774488694
91,39.0,-168,0.21,0.0282266560180845
91,40.5,-168,0.18,0.028226
94,40.5,-169,0.21,0.028226
97,41.5,-172,0.21,0.028226
98,41.5,-170,0.12,0.028226
99,42.5,-172,0.08,0.028226
98,42.5,-173,0.06,0.028226
98,42.7,-175,0.05,0.028226
94,42.7,-176,0.03,0.028226
90,42.6,-176,0.02,0.028226
86,42.6,-176,0.01,0.028226
88,42.3,-176,0.02,0.028226
90,42.3,-175,0.05,0.028226
91,41.4,-173,0.06,0.028226
92,41.4,-169,0.13,0.028226
95,40.2,-169,0.12,0.028226
97,40.2,-168,0.05,0.028226
97,38.0,-168,0.01,0.028226
93,38.0,-168,0.03,0.028226
90,35.4,-170,0.05,0.028226
87,35.4,-172,0.05,0.028226
83,33.1,-172,0.04,0.028226
82,33.1,-175,0.11,0.028226
81,31.0,-176,0.06,0.028226
81,31.0,-174,0.07,0.028226
81,29.1,-168,0.18,0.028226
81,29.1,-169,0.09,0.028226
82,27.4,-170,0.05,0.028226
82,27.4,-170,0.11,0.028226
82,26.1,-166,0.15,0.028226
84,26.1,-166,0.15,0.028226
86,25.0,-167,0.16,0.028226
90,25.0,-164,0.10,0.028226
90,24.3,-165,0.11,0.028226
92,24.3,-167,0.10,0.028226
91,24.0,-167,0.07,0.028226
92,24.0,-168,0.02,0.028226
93,23.7,-168,0.03,0.028226
93,23.7,-169,0.03,0.028226
89,24.3,-168,0.03,0.028226
86,24.3,-169,0.03,0.028226
87,24.6,-169,0.02,0.028226
88,24.6,-168,0.04,0.028226
88,25.1,-170,0.05,0.028226
89,25.1,-170,0.04,0.028226
90,25.6,-170,0.04,0.028226
92,25.6,-170,0.03,0.028226
92,26.3,-172,0.02,0.028226
93,26.3,-172,0.04,0.028226
92,26.7,-172,0.03,0.028226
91,26.7,-172,0.02,0.028226
91,27.0,-172,0.04,0.028226
91,27.0,-169,0.06,0.028226
89,27.3,-168,0.02,0.028226
87,27.3,-168,0.03,0.028226
88,27.3,-168,0.02,0.028226
90,27.3,-168,0.02,0.028226
91,27.9,-165,0.13,0.028226
